"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","주 출입구 접근로 설치여부","장애인 전용 주차구역 지정여부","주 출입구 높이차이 제거여부","출입구(문) 설치유무","복도","계단/승강기/경사로/휠체어리프트 유무","장애인용 대변기 설치여부","장애인용 소변기 설치여부","점자블록 설치여부","유도 및 안내설비 설치여부","경보 및 피난설비 설치여부"
"서울특별시교육청","교육부","서울특별시 종로구","S000003545","서울농학교","05","국립","N","","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","교육부","서울특별시 마포구","S000003553","한국우진학교","05","국립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"서울특별시교육청","교육부","서울특별시 종로구","S000003610","서울맹학교","05","국립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000663","광성하늘빛학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000664","누리학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000665","교남학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 서초구","S010000667","다니엘학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000669","밀알학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000670","서울새롬학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000671","서울광진학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000673","서울동천학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000676","서울삼성학교","05","사립","N","","적정설치","미설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000677","서울애화학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","단순설치","단순설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000678","서울인강학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 관악구","S010000679","서울정문학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000680","서울정민학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000681","서울정인학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000682","서울정진학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000683","성베드로학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000684","수도사랑의학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","미설치","미설치","미설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000686","연세대학교재활학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000688","서울정애학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000691","주몽학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000694","한국구화학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 송파구","S010000696","한국육영학교","05","사립","N","","적정설치","적정설치","단순설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000697","한빛맹학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 은평구","S010002477","은평대영학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010002520","서울경운학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010006331","서울다원학교","05","공립","N","","미설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010006400","서울효정학교","05","사립","N","","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020000563","부산동암학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000569","부산구화학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 동래구","S020000573","부산맹학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 수영구","S020000577","부산배화학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 사하구","S020000581","부산천사의학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000582","부산혜남학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 남구","S020000586","부산혜성학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 서구","S020000590","부산혜송학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020000591","부산혜원학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 금정구","S020000596","부산은애학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 사상구","S020001869","부산솔빛학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 연제구","S020001876","부산두레학교","05","사립","N","","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002011","부산성우학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 강서구","S020002139","부산한솔학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치"
"부산광역시교육청","부산광역시교육청","부산광역시 기장군","S020002140","부산해마루학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 수성구","S030000232","대구남양학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 북구","S030000233","대구성보학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001358","대구광명학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001359","대구보명학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001360","대구덕희학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001427","대구보건학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 동구","S030001428","대구선명학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 남구","S030001573","대구영화학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대구광역시교육청","대구광역시교육청","대구광역시 달서구","S030001937","대구세명학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000309","인천성동학교","05","사립","N","","미설치","적정설치","단순설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 연수구","S040000310","인천연일학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000311","인천예림학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000313","인천은광학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040000314","인천인혜학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000315","인천혜광학교","05","사립","N","","적정설치","단순설치","적정설치","단순설치","단순설치","단순설치","적정설치","적정설치","단순설치","적정설치","단순설치"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001819","미추홀학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040002245","인천청선학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040002258","인천청인학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000640","광주선광학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000641","광주선명학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000642","광주세광학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000645","은혜학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050001274","광주선우학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000160","대전맹학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000161","대전혜광학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000162","대전성세재활학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","단순설치"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000163","대전원명학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060001246","대전가원학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000078","메아리학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000079","태연학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"울산광역시교육청","울산광역시교육청","울산광역시 중구","S070000574","울산혜인학교","05","공립","N","","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"울산광역시교육청","울산광역시교육청","울산광역시 울주군","S070000705","울산행복학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"세종특별자치시교육청","세종특별자치시교육청","세종특별자치시 세종특별자치시","S080000148","세종누리학교","05","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"경기도교육청","교육부","경기도 고양시 일산동구","S000003551","한국경진학교","05","국립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치"
"경기도교육청","교육부","경기도 안산시 상록구","S000003552","한국선진학교","05","국립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 평택시","S090004123","에바다학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 평택시","S090004462","동방학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 광주시","S090004464","동현학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090004465","명현학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","미설치","적정설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090004466","명혜학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090004467","밝은학교","05","사립","N","","적정설치","단순설치","적정설치","적정설치","단순설치","적정설치","단순설치","단순설치","미설치","단순설치","적정설치"
"경기도교육청","경기도교육청","경기도 부천시","S090004468","부천혜림학교","05","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치"
