"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","유초등부-유 학급수","유초등부-유 학생수","유초등부-유 학급당 학생수","유초등부-유-순회 학급수","유초등부-유-순회 학생수","유초등부-유-순회 학급당 학생수","유초등부-1학년 학급수","유초등부-1학년 학생수","유초등부-1학년 학급당 학생수","유초등부-2학년 학급수","유초등부-2학년 학생수","유초등부-2학년 학급당 학생수","유초등부-3학년 학급수","유초등부-3학년 학생수","유초등부-3학년 학급당 학생수","유초등부-4학년 학급수","유초등부-4학년 학생수","유초등부-4학년 학급당 학생수","유초등부-5학년 학급수","유초등부-5학년 학생수","유초등부-5학년 학급당 학생수","유초등부-6학년 학급수","유초등부-6학년 학생수","유초등부-6학년 학급당 학생수","유초등부-초-순회 학급수","유초등부-초-순회 학생수","유초등부-초-순회 학급당 학생수","유초등부 학급수(계)","유초등부 학생수(계)","유초등부 학급당 학생수(계)","중등부-1학년 학급수","중등부-1학년 학생수","중등부-1학년 학급당 학생수","중등부-2학년 학급수","중등부-2학년 학생수","중등부-2학년 학급당 학생수","중등부-3학년 학급수","중등부-3학년 학생수","중등부-3학년 학급당 학생수","중등부-순회 학급수","중등부-순회 학생수","중등부-순회 학급당 학생수","중등부 학급수(계)","중등부 학생수(계)","중등부 학급당 학생수(계)","고등부-1학년 학급수","고등부-1학년 학생수","고등부-1학년 학급당 학생수","고등부-2학년 학급수","고등부-2학년 학생수","고등부-2학년 학급당 학생수","고등부-3학년 학급수","고등부-3학년 학생수","고등부-3학년 학급당 학생수","고등부-순회 학급수","고등부-순회 학생수","고등부-순회 학급당 학생수","고등부 학급수(계)","고등부 학생수(계)","고등부 학급당 학생수(계)","전공과 학급수","전공과 학생수","전공과 학급당 학생수","총계 학급수","총계 학생수","총계 학급당 학생수","교사수","수업교원 1인당 학생수"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000313","인천은광학교","05","사립","N","","0","0","0","0","0","0","1","3","3","1","5","5","2","8","4","1","5","5","1","7","7","2","14","7","4","16","4","12","58","4.8","1","7","7","1","7","7","1","6","6","2","8","4","5","28","5.6","1","8","8","1","6","6","2","10","5","0","0","0","4","24","6","2","12","6","23","122","5.3","36","3.1"
"인천광역시교육청","인천광역시교육청","인천광역시 계양구","S040000314","인천인혜학교","05","공립","N","","1","1","1","0","0","0","3","13","4.3","1","4","4","3","15","5","2","10","5","2","9","4.5","2","11","5.5","4","16","4","18","79","4.4","2","11","5.5","2","10","5","4","23","5.8","0","0","0","8","44","5.5","3","22","7.3","3","20","6.7","4","30","7.5","0","0","0","10","72","7.2","6","52","8.7","42","247","5.9","63","3.1"
"인천광역시교육청","인천광역시교육청","인천광역시 부평구","S040000315","인천혜광학교","05","사립","N","","2","6","3","0","0","0","1","2","2","1","2","2","1","3","3","1","1","1","1","3","3","1","2","2","0","0","0","8","19","2.4","2","7","3.5","1","3","3","2","7","3.5","0","0","0","5","17","3.4","2","9","4.5","1","4","4","1","7","7","0","0","0","4","20","5","7","37","5.3","24","93","3.9","35","1.4"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040001819","미추홀학교","05","공립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","24","6","3","18","6","6","34","5.7","2","5","2.5","15","81","5.4","12","97","8.1","27","178","6.6","45","1.8"
"인천광역시교육청","인천광역시교육청","인천광역시 남동구","S040002245","인천청선학교","05","공립","N","","2","7","3.5","0","0","0","4","26","6.5","4","25","6.3","4","24","6","3","18","6","3","17","5.7","2","12","6","3","9","3","25","138","5.5","5","22","4.4","5","33","6.6","3","18","6","0","0","0","13","73","5.6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","211","5.6","56","3.6"
"인천광역시교육청","인천광역시교육청","인천광역시 남구","S040002258","인천청인학교","05","공립","N","","2","8","4","0","0","0","4","23","5.8","5","27","5.4","3","18","6","2","12","6","2","13","6.5","2","12","6","4","14","3.5","24","127","5.3","2","10","5","4","22","5.5","3","15","5","0","0","0","9","47","5.2","3","21","7","4","25","6.3","2","14","7","0","0","0","9","60","6.7","4","26","6.5","46","260","5.7","70","3.2"
"광주광역시교육청","광주광역시교육청","광주광역시 광산구","S050000640","광주선광학교","05","공립","N","","0","0","0","3","10","3.3","3","18","6","3","16","5.3","3","15","5","4","22","5.5","3","18","6","4","23","5.8","0","0","0","23","122","5.3","4","25","6.3","4","21","5.3","4","22","5.5","1","3","3","13","71","5.5","5","32","6.4","2","13","6.5","4","27","6.8","1","2","2","12","74","6.2","4","41","10.3","52","308","5.9","85","3"
"광주광역시교육청","광주광역시교육청","광주광역시 남구","S050000641","광주선명학교","05","공립","N","","0","0","0","1","4","4","2","9","4.5","2","10","5","2","7","3.5","2","10","5","2","7","3.5","1","4","4","1","0","0","13","51","3.9","2","12","6","3","13","4.3","3","15","5","0","0","0","8","40","5","4","23","5.8","3","17","5.7","4","26","6.5","2","9","4.5","13","75","5.8","4","42","10.5","38","208","5.5","63","2.6"
"광주광역시교육청","광주광역시교육청","광주광역시 서구","S050000642","광주세광학교","05","사립","N","","2","5","2.5","2","6","3","1","2","2","1","4","4","1","2","2","1","3","3","1","3","3","2","7","3.5","1","2","2","12","34","2.8","1","3","3","1","6","6","1","4","4","0","0","0","3","13","4.3","1","4","4","2","8","4","1","5","5","1","3","3","5","20","4","4","30","7.5","24","97","4","40","1.4"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050000645","은혜학교","05","사립","N","","1","1","1","0","0","0","3","15","5","4","21","5.3","1","4","4","1","4","4","3","18","6","2","9","4.5","2","6","3","17","78","4.6","2","8","4","4","19","4.8","2","9","4.5","1","4","4","9","40","4.4","3","16","5.3","3","15","5","2","13","6.5","2","5","2.5","10","49","4.9","0","0","0","36","167","4.6","58","2.9"
"광주광역시교육청","광주광역시교육청","광주광역시 북구","S050001274","광주선우학교","05","공립","N","","1","1","1","5","15","3","2","11","5.5","2","11","5.5","2","6","3","2","9","4.5","2","12","6","3","14","4.7","0","0","0","19","79","4.2","4","21","5.3","2","12","6","4","17","4.3","0","0","0","10","50","5","4","18","4.5","5","27","5.4","5","30","6","0","0","0","14","75","5.4","4","43","10.8","47","247","5.3","79","2.4"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000160","대전맹학교","05","공립","N","","1","2","2","0","0","0","1","3","3","1","2","2","1","1","1","0","0","0","1","5","5","1","3","3","0","0","0","6","16","2.7","0","0","0","1","3","3","1","3","3","0","0","0","2","6","3","2","10","5","2","10","5","2","8","4","0","0","0","6","28","4.7","6","66","11","20","116","5.8","35","1.4"
"대전광역시교육청","대전광역시교육청","대전광역시 동구","S060000161","대전혜광학교","05","공립","N","","5","17","3.4","0","0","0","1","3","3","2","11","5.5","1","4","4","2","10","5","2","13","6.5","2","13","6.5","0","0","0","15","71","4.7","3","13","4.3","3","17","5.7","2","11","5.5","0","0","0","8","41","5.1","3","20","6.7","3","21","7","3","22","7.3","0","0","0","9","63","7","8","71","8.9","40","246","6.2","73","2.2"
"대전광역시교육청","대전광역시교육청","대전광역시 유성구","S060000162","대전성세재활학교","05","사립","N","","1","2","2","0","0","0","1","2","2","1","2","2","1","5","5","1","3","3","1","6","6","1","4","4","0","0","0","7","24","3.4","1","6","6","1","4","4","1","6","6","0","0","0","3","16","5.3","1","5","5","2","11","5.5","2","10","5","0","0","0","5","26","5.2","2","14","7","17","80","4.7","28","2.3"
"대전광역시교육청","대전광역시교육청","대전광역시 대덕구","S060000163","대전원명학교","05","사립","N","","7","21","3","0","0","0","2","8","4","1","6","6","1","7","7","3","14","4.7","3","12","4","2","11","5.5","0","0","0","19","79","4.2","3","10","3.3","2","13","6.5","3","19","6.3","0","0","0","8","42","5.3","5","27","5.4","3","19","6.3","2","15","7.5","0","0","0","10","61","6.1","7","67","9.6","44","249","5.7","72","2.2"
"대전광역시교육청","대전광역시교육청","대전광역시 서구","S060001246","대전가원학교","05","공립","N","","1","3","3","0","0","0","3","14","4.7","3","18","6","2","12","6","3","18","6","2","12","6","2","12","6","0","0","0","16","89","5.6","4","22","5.5","3","21","7","4","29","7.3","0","0","0","11","72","6.5","4","29","7.3","4","30","7.5","4","28","7","0","0","0","12","87","7.3","8","75","9.4","47","323","6.9","87","2.8"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000078","메아리학교","05","사립","N","","1","1","1","1","2","2","2","5","2.5","1","2","2","2","5","2.5","2","7","3.5","2","6","3","2","11","5.5","2","8","4","15","47","3.1","1","4","4","2","6","3","2","3","1.5","1","8","8","6","21","3.5","2","9","4.5","2","5","2.5","2","9","4.5","1","4","4","7","27","3.9","2","15","7.5","30","110","3.7","38","2.4"
"울산광역시교육청","울산광역시교육청","울산광역시 북구","S070000079","태연학교","05","사립","N","","0","0","0","0","0","0","1","3","3","0","0","0","0","0","0","2","7","3.5","0","0","0","1","4","4","6","18","3","10","32","3.2","1","6","6","2","8","4","2","7","3.5","7","19","2.7","12","40","3.3","1","5","5","2","10","5","3","14","4.7","2","5","2.5","8","34","4.3","6","58","9.7","36","164","4.6","52","2"
"울산광역시교육청","울산광역시교육청","울산광역시 중구","S070000574","울산혜인학교","05","공립","N","","1","2","2","0","0","0","3","13","4.3","3","15","5","3","13","4.3","2","11","5.5","3","11","3.7","3","13","4.3","0","0","0","18","78","4.3","3","18","6","4","20","5","4","22","5.5","0","0","0","11","60","5.5","4","22","5.5","4","21","5.3","4","23","5.8","1","2","2","13","68","5.2","6","59","9.8","48","265","5.5","84","2.4"
"울산광역시교육청","울산광역시교육청","울산광역시 울주군","S070000705","울산행복학교","05","공립","N","","1","2","2","0","0","0","3","15","5","2","8","4","2","10","5","2","10","5","2","10","5","2","9","4.5","1","1","1","15","65","4.3","3","12","4","3","14","4.7","3","18","6","0","0","0","9","44","4.9","3","21","7","3","17","5.7","3","22","7.3","0","0","0","9","60","6.7","10","98","9.8","43","267","6.2","72","2.3"
"세종특별자치시교육청","세종특별자치시교육청","세종특별자치시 세종특별자치시","S080000148","세종누리학교","05","공립","N","","3","8","2.7","0","0","0","2","10","5","2","9","4.5","2","12","6","1","5","5","1","2","2","1","5","5","0","0","0","12","51","4.3","2","10","5","2","7","3.5","3","14","4.7","0","0","0","7","31","4.4","3","18","6","2","9","4.5","2","11","5.5","0","0","0","7","38","5.4","4","24","6","30","144","4.8","46","2.4"
"경기도교육청","교육부","경기도 고양시 일산동구","S000003551","한국경진학교","05","국립","N","","3","10","3.3","0","0","0","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","2","11","5.5","0","0","0","15","81","5.4","2","12","6","2","14","7","2","12","6","0","0","0","6","38","6.3","2","12","6","2","14","7","2","14","7","0","0","0","6","40","6.7","4","28","7","31","187","6","60","2.5"
"경기도교육청","교육부","경기도 안산시 상록구","S000003552","한국선진학교","05","국립","N","","1","2","2","0","0","0","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","2","13","6.5","0","0","0","13","75","5.8","2","12","6","2","12","6","2","13","6.5","0","0","0","6","37","6.2","2","14","7","2","13","6.5","2","13","6.5","0","0","0","6","40","6.7","6","42","7","31","194","6.3","62","2.4"
"경기도교육청","경기도교육청","경기도 평택시","S090004123","에바다학교","05","사립","N","","0","0","0","0","0","0","1","6","6","1","5","5","1","5","5","1","6","6","1","5","5","1","6","6","0","0","0","6","33","5.5","1","8","8","1","8","8","1","5","5","0","0","0","3","21","7","1","7","7","1","7","7","2","11","5.5","0","0","0","4","25","6.3","0","0","0","13","79","6.1","25","3.2"
"경기도교육청","경기도교육청","경기도 평택시","S090004462","동방학교","05","사립","N","","2","6","3","0","0","0","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","0","0","0","14","78","5.6","2","12","6","2","12","6","2","12","6","0","0","0","6","36","6","2","14","7","2","11","5.5","2","13","6.5","0","0","0","6","38","6.3","4","27","6.8","30","179","6","57","2.6"
"경기도교육청","경기도교육청","경기도 광주시","S090004464","동현학교","05","사립","N","","1","3","3","0","0","0","1","6","6","1","5","5","1","8","8","1","2","2","1","3","3","1","2","2","0","0","0","7","29","4.1","1","3","3","1","1","1","1","4","4","0","0","0","3","8","2.7","1","6","6","1","4","4","1","7","7","0","0","0","3","17","5.7","2","13","6.5","15","67","4.5","28","1.8"
"경기도교육청","경기도교육청","경기도 고양시 덕양구","S090004465","명현학교","05","사립","N","","2","1","0.5","0","0","0","2","12","6","2","12","6","2","11","5.5","2","9","4.5","2","12","6","2","12","6","0","0","0","14","69","4.9","2","12","6","2","8","4","2","12","6","0","0","0","6","32","5.3","2","13","6.5","2","8","4","2","12","6","0","0","0","6","33","5.5","0","0","0","26","134","5.2","46","2.9"
"경기도교육청","경기도교육청","경기도 안산시 상록구","S090004466","명혜학교","05","사립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","11","5.5","2","12","6","2","11","5.5","0","0","0","6","34","5.7","2","14","7","2","13","6.5","2","15","7.5","0","0","0","6","42","7","2","16","8","14","92","6.6","32","2.4"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090004467","밝은학교","05","사립","N","","6","23","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","23","3.8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","23","3.8","8","0"
"경기도교육청","경기도교육청","경기도 부천시","S090004468","부천혜림학교","05","사립","N","","0","0","0","0","0","0","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","0","0","0","6","36","6","1","6","6","1","5","5","1","6","6","0","0","0","3","17","5.7","1","7","7","1","6","6","1","7","7","0","0","0","3","20","6.7","2","14","7","14","87","6.2","26","2.8"
"경기도교육청","경기도교육청","경기도 파주시","S090004469","새얼학교","05","사립","N","","2","7","3.5","0","0","0","2","8","4","2","5","2.5","2","10","5","2","12","6","2","8","4","2","9","4.5","0","0","0","14","59","4.2","2","4","2","2","10","5","2","9","4.5","0","0","0","6","23","3.8","2","10","5","2","13","6.5","2","13","6.5","0","0","0","6","36","6","3","21","7","29","139","4.8","50","2.2"
"경기도교육청","경기도교육청","경기도 하남시","S090004472","성광학교","05","사립","N","","2","4","2","0","0","0","2","5","2.5","2","12","6","1","4","4","1","4","4","2","8","4","2","4","2","0","0","0","12","41","3.4","2","12","6","2","12","6","2","12","6","0","0","0","6","36","6","2","14","7","2","10","5","2","13","6.5","0","0","0","6","37","6.2","2","14","7","26","128","4.9","45","2.4"
"경기도교육청","경기도교육청","경기도 성남시 수정구","S090004473","성남혜은학교","05","공립","N","","2","2","1","2","3","1.5","2","12","6","2","12","6","2","6","3","2","6","3","2","6","3","2","11","5.5","0","0","0","16","58","3.6","3","9","3","3","12","4","3","11","3.7","0","0","0","9","32","3.6","3","8","2.7","3","17","5.7","3","15","5","2","2","1","11","42","3.8","8","57","7.1","44","189","4.3","66","1.9"
"경기도교육청","경기도교육청","경기도 오산시","S090004474","성심학교","05","사립","N","","1","4","4","0","0","0","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","0","0","0","7","40","5.7","2","10","5","2","11","5.5","2","9","4.5","0","0","0","6","30","5","2","10","5","2","11","5.5","2","12","6","0","0","0","6","33","5.5","4","22","5.5","23","125","5.4","45","2.2"
"경기도교육청","경기도교육청","경기도 성남시 분당구","S090004475","성은학교","05","공립","N","","1","2","2","0","0","0","2","12","6","2","12","6","2","12","6","2","6","3","2","8","4","2","12","6","0","0","0","13","64","4.9","2","10","5","3","18","6","3","14","4.7","0","0","0","8","42","5.3","3","17","5.7","3","22","7.3","2","11","5.5","0","0","0","8","50","6.3","8","55","6.9","37","211","5.7","71","2.2"
"경기도교육청","경기도교육청","경기도 수원시 장안구","S090004477","수원서광학교","05","사립","N","","5","11","2.2","0","0","0","2","12","6","2","12","6","2","11","5.5","2","12","6","2","12","6","2","12","6","0","0","0","17","82","4.8","2","10","5","2","11","5.5","2","11","5.5","0","0","0","6","32","5.3","2","14","7","2","12","6","2","13","6.5","0","0","0","6","39","6.5","0","0","0","29","153","5.3","48","3"
"경기도교육청","경기도교육청","경기도 광주시","S090004483","인덕학교","05","사립","N","","1","3","3","0","0","0","1","6","6","1","7","7","1","6","6","1","6","6","1","6","6","1","7","7","0","0","0","7","41","5.9","2","10","5","2","8","4","2","9","4.5","0","0","0","6","27","4.5","2","11","5.5","2","8","4","2","11","5.5","0","0","0","6","30","5","0","0","0","19","98","5.2","34","2.8"
"경기도교육청","경기도교육청","경기도 수원시 권선구","S090004484","자혜학교","05","사립","N","","1","4","4","0","0","0","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","0","0","0","7","40","5.7","1","6","6","1","6","6","1","3","3","0","0","0","3","15","5","1","6","6","1","5","5","1","7","7","0","0","0","3","18","6","4","26","6.5","17","99","5.8","32","2.2"
"경기도교육청","경기도교육청","경기도 양평군","S090004486","창인학교","05","사립","N","","1","3","3","0","0","0","1","2","2","1","2","2","1","4","4","1","5","5","1","7","7","1","7","7","0","0","0","7","30","4.3","2","5","2.5","2","7","3.5","2","9","4.5","0","0","0","6","21","3.5","2","11","5.5","2","8","4","2","9","4.5","0","0","0","6","28","4.7","2","16","8","21","95","4.5","38","2"
"경기도교육청","경기도교육청","경기도 광주시","S090004489","한사랑학교","05","사립","N","","4","22","5.5","0","0","0","2","12","6","2","5","2.5","2","9","4.5","2","8","4","2","10","5","1","6","6","0","0","0","15","72","4.8","1","5","5","1","6","6","1","6","6","0","0","0","3","17","5.7","1","3","3","1","4","4","1","3","3","0","0","0","3","10","3.3","0","0","0","21","99","4.7","32","2.4"
"경기도교육청","경기도교육청","경기도 화성시","S090004490","한우리학교","05","사립","N","","6","19","3.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","19","3.2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","19","3.2","6","0"
"경기도교육청","경기도교육청","경기도 화성시","S090004491","해원학교","05","사립","N","","3","8","2.7","0","0","0","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","0","0","0","9","44","4.9","1","5","5","1","6","6","1","6","6","0","0","0","3","17","5.7","1","4","4","1","5","5","1","7","7","0","0","0","3","16","5.3","0","0","0","15","77","5.1","25","2.8"
"경기도교육청","경기도교육청","경기도 고양시 일산서구","S090004493","홀트학교","05","사립","N","","1","2","2","0","0","0","2","12","6","2","12","6","2","11","5.5","2","12","6","2","12","6","2","12","6","0","0","0","13","73","5.6","2","12","6","2","14","7","2","12","6","0","0","0","6","38","6.3","2","14","7","2","14","7","2","9","4.5","0","0","0","6","37","6.2","4","28","7","29","176","6.1","54","2.7"
"경기도교육청","경기도교육청","경기도 의정부시","S090004495","희망학교","05","사립","N","","7","28","4","1","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","33","4.1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","33","4.1","10","0"
"경기도교육청","경기도교육청","경기도 안양시 만안구","S090004939","안양해솔학교","05","공립","N","","2","2","1","2","8","4","2","12","6","2","12","6","2","12","6","2","11","5.5","2","12","6","2","12","6","0","0","0","16","81","5.1","3","18","6","3","13","4.3","3","14","4.7","1","1","1","10","46","4.6","3","18","6","3","19","6.3","3","18","6","1","2","2","10","57","5.7","6","40","6.7","42","224","5.3","75","2.3"
"경기도교육청","경기도교육청","경기도 부천시","S090005171","부천상록학교","05","공립","N","","2","6","3","0","0","0","3","18","6","3","18","6","3","18","6","3","18","6","2","12","6","2","12","6","0","0","0","18","102","5.7","3","18","6","3","16","5.3","3","18","6","0","0","0","9","52","5.8","3","20","6.7","3","20","6.7","3","19","6.3","1","2","2","10","61","6.1","6","52","8.7","43","267","6.2","79","2.6"
"경기도교육청","경기도교육청","경기도 남양주시","S090005598","경은학교","05","공립","N","","2","8","4","0","0","0","2","12","6","2","12","6","2","13","6.5","2","12","6","2","13","6.5","2","12","6","0","0","0","14","82","5.9","2","12","6","2","12","6","2","11","5.5","1","3","3","7","38","5.4","2","14","7","2","10","5","2","14","7","1","5","5","7","43","6.1","6","42","7","34","205","6","63","2.5"
"경기도교육청","경기도교육청","경기도 용인시 기흥구","S090006117","용인강남학교","05","사립","N","","1","4","4","0","0","0","2","12","6","2","12","6","2","12","6","2","10","5","2","12","6","2","12","6","0","0","0","13","74","5.7","2","12","6","2","12","6","2","11","5.5","0","0","0","6","35","5.8","2","11","5.5","2","12","6","2","14","7","0","0","0","6","37","6.2","0","0","0","25","146","5.8","47","3"
"경기도교육청","경기도교육청","경기도 안성시","S090006118","한길학교","05","사립","N","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","7","1","6","6","1","4","4","0","0","0","3","17","5.7","1","7","7","1","8","8","1","6","6","0","0","0","3","21","7","2","14","7","8","52","6.5","18","2.1"
"경기도교육청","경기도교육청","경기도 파주시","S090006625","자운학교","05","공립","N","","1","3","3","1","2","2","2","10","5","2","11","5.5","2","12","6","2","11","5.5","2","12","6","2","12","6","1","3","3","15","76","5.1","2","12","6","2","12","6","2","12","6","0","0","0","6","36","6","2","10","5","2","14","7","2","14","7","0","0","0","6","38","6.3","6","40","6.7","33","190","5.8","60","2.4"
"경기도교육청","경기도교육청","경기도 김포시","S090006697","새솔학교","05","공립","N","","2","8","4","1","1","1","1","12","12","1","6","6","1","6","6","1","6","6","1","6","6","1","6","6","0","0","0","9","51","5.7","3","12","4","3","15","5","3","18","6","0","0","0","9","45","5","3","21","7","3","12","4","3","20","6.7","0","0","0","9","53","5.9","6","38","6.3","33","187","5.7","62","2.3"
"경기도교육청","경기도교육청","경기도 의정부시","S090006796","송민학교","05","공립","N","","1","3","3","0","0","0","2","11","5.5","2","12","6","2","8","4","2","11","5.5","2","9","4.5","2","11","5.5","0","0","0","13","65","5","2","12","6","3","17","5.7","3","14","4.7","0","0","0","8","43","5.4","2","13","6.5","2","13","6.5","2","14","7","0","0","0","6","40","6.7","6","46","7.7","33","194","5.9","63","2.3"
"경기도교육청","경기도교육청","경기도 수원시 영통구","S090006797","아름학교","05","공립","N","","3","9","3","0","0","0","2","7","3.5","2","8","4","2","10","5","2","8","4","2","6","3","2","10","5","0","0","0","15","58","3.9","4","19","4.8","4","19","4.8","4","13","3.3","0","0","0","12","51","4.3","4","23","5.8","4","22","5.5","4","19","4.8","0","0","0","12","64","5.3","4","24","6","43","197","4.6","74","2.2"
"경기도교육청","경기도교육청","경기도 양주시","S090006910","양주도담학교","05","공립","N","","2","2","1","0","0","0","2","12","6","2","6","3","2","10","5","2","10","5","2","7","3.5","2","9","4.5","0","0","0","14","56","4","2","12","6","2","6","3","2","10","5","0","0","0","6","28","4.7","2","9","4.5","2","9","4.5","2","4","2","0","0","0","6","22","3.7","4","14","3.5","30","120","4","48","2.2"
"경기도교육청","경기도교육청","경기도 이천시","S090006922","다원학교","05","공립","N","","2","2","1","0","0","0","2","12","6","2","10","5","2","11","5.5","2","12","6","2","6","3","2","10","5","0","0","0","14","63","4.5","2","12","6","2","5","2.5","2","10","5","0","0","0","6","27","4.5","2","12","6","2","8","4","2","9","4.5","0","0","0","6","29","4.8","4","23","5.8","30","142","4.7","51","2.3"
"경기도교육청","경기도교육청","경기도 화성시","S090006923","화성나래학교","05","공립","N","","1","4","4","1","3","3","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","2","12","6","1","0","0","15","79","5.3","3","14","4.7","3","18","6","3","18","6","0","0","0","9","50","5.6","3","22","7.3","3","14","4.7","3","7","2.3","0","0","0","9","43","4.8","4","24","6","37","196","5.3","62","2.7"
"경기도교육청","경기도교육청","경기도 광주시","S090007251","광주새롬학교","05","사립","N","","0","0","0","0","0","0","1","6","6","1","7","7","1","6","6","1","5","5","1","4","4","1","1","1","0","0","0","6","29","4.8","1","1","1","1","0","0","1","2","2","0","0","0","3","3","1","1","7","7","1","4","4","1","6","6","0","0","0","3","17","5.7","1","3","3","13","52","4","23","2.1"
"강원도교육청","강원도교육청","강원도 춘천시","S100002518","강원명진학교","05","사립","N","","1","2","2","0","0","0","1","3","3","1","5","5","1","1","1","1","1","1","2","7","3.5","1","4","4","0","0","0","8","23","2.9","1","3","3","1","6","6","1","5","5","0","0","0","3","14","4.7","2","8","4","1","6","6","1","7","7","0","0","0","4","21","5.3","4","24","6","19","82","4.3","38","1.5"
"강원도교육청","강원도교육청","강원도 춘천시","S100002520","춘천계성학교","05","공립","N","","1","4","4","0","0","0","1","1","1","1","2","2","1","2","2","1","3","3","1","3","3","1","5","5","0","0","0","7","20","2.9","1","1","1","1","1","1","1","6","6","0","0","0","3","8","2.7","1","5","5","1","7","7","1","5","5","0","0","0","3","17","5.7","0","0","0","13","45","3.5","21","2"
"강원도교육청","강원도교육청","강원도 춘천시","S100002522","춘천동원학교","05","공립","N","","1","2","2","0","0","0","1","2","2","1","1","1","2","4","2","1","4","4","1","5","5","3","3","1","0","0","0","10","21","2.1","3","7","2.3","3","8","2.7","3","13","4.3","0","0","0","9","28","3.1","4","12","3","1","4","4","4","23","5.8","0","0","0","9","39","4.3","6","57","9.5","34","145","4.3","58","1.5"
